cbsa,Education_Total,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Income_Total,"$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",Occupation_Total,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate, and rental and leasing","Professional, scientific, and management, and administrative, and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",year,metropolitan_area,city,state
25060,269122,26814,76848,102440,39427,23593,155026,6391,12310,15485,18906,9528,7615,5392,5047,165061,1399,11299,17492,3191,19103,7091,1656,6639,15220,33556,29517,9023,9875,53646,37108,34203,17971,22133.0,2018,True,Gulfport-Biloxi-Pascagoula,MS
25180,186641,22085,67840,56735,26634,13347,102106,3601,9028,13352,13236,9616,5799,6485,3995,125822,1608,8774,11476,3140,17776,9901,1741,6317,13218,24538,11624,5737,9972,42172,23315,25682,12600,22053.0,2018,True,Hagerstown-Martinsburg,MD-WV
25260,94303,24438,23578,32400,9483,4404,43727,1515,4085,6153,5513,3634,3193,2601,1543,52644,7797,2353,3752,811,4899,2329,347,973,3901,11372,4707,2306,7097,14288,10712,8715,10875,8054.0,2018,True,Hanford-Corcoran,CA
25420,400089,36052,136351,96927,82641,48118,233591,12767,18855,25221,31290,22548,16147,12919,15457,292853,2847,14784,22537,8506,38924,20589,3632,20469,34975,68979,19400,14516,22695,112278,48346,69433,20101,42695.0,2018,True,Harrisburg-Carlisle,PA
25500,81315,11327,27332,17957,14067,10632,47987,2485,4318,6105,5356,3767,2415,1941,1493,64567,1997,4954,8689,964,7672,2060,624,2937,3409,18458,6503,3381,2919,21820,12789,12701,6713,10544.0,2018,True,Harrisonburg,VA
25540,842589,71333,219913,213356,186187,151800,470651,13526,29261,40124,59819,51704,35555,44427,51794,620747,2232,35599,66416,14008,66458,30356,12648,64427,68572,165291,44620,26319,23801,277569,98793,132218,40807,71360.0,2018,True,Hartford-West Hartford-East Hartford,CT
25620,93567,13064,22001,28397,18967,11138,54084,3108,3631,5977,5504,2753,2894,2020,1355,63307,1344,2971,5087,1144,8322,3700,1554,3716,5609,17901,6154,3081,2724,22955,10108,16763,4440,9041.0,2018,True,Hattiesburg,MS
25860,264161,42916,85989,83342,36490,15424,145158,5417,12394,14924,18349,10070,5624,4079,4542,170200,1794,10062,46947,5317,17556,9009,1918,5761,10359,32554,13978,8016,6929,48604,29772,32967,14466,44391.0,2018,True,Hickory-Lenoir-Morganton,NC
25940,153838,12562,38631,41206,35847,25592,84041,4055,5795,9516,10595,7927,4902,4712,6543,88499,739,7380,5928,808,13565,2466,1232,5773,11942,17330,12352,5030,3954,30817,19328,21713,8687,7954.0,2018,True,Hilton Head Island-Bluffton-Beaufort,SC
26980,103619,4876,17473,30192,25074,26004,69686,2307,4136,7241,7826,8208,3993,3744,6213,94995,992,4808,8452,949,10771,3142,763,4414,6786,38176,10509,3251,1982,45062,17191,16120,6458,10164.0,2018,True,Iowa City,IA
26140,118099,12068,45123,39286,14180,7442,62293,3970,5979,5923,3769,3733,1164,1768,1292,45854,480,2865,1973,1374,9038,2966,934,1487,4612,10750,5093,2521,1761,14496,9886,10991,3828,6653.0,2018,True,Homosassa Springs,FL
26380,139779,29683,55173,31696,14831,8396,73749,2927,4609,7051,10425,5936,2652,4005,2929,88276,6404,6335,7872,1678,12153,6202,629,3227,6997,23228,6916,3462,3173,27121,16126,19099,10622,15308.0,2018,True,Houma-Thibodaux,LA
32780,157929,16410,37796,59406,27581,16736,89787,5003,6652,10899,12851,7105,4598,3470,4007,98510,3228,5653,7774,2106,14070,5118,1346,5003,7507,26459,12405,4441,3400,35148,20457,21355,9710,11840.0,2018,True,Medford,OR
32820,891743,107485,265167,265316,159064,94711,504141,21311,37848,48197,56666,40191,22412,24402,24178,625228,3962,34231,60383,20391,70410,82273,5695,29272,64298,135541,58373,29711,30688,208547,112900,134827,46274,122680.0,2018,True,Memphis,TN-MS-AR
32900,163014,49198,44402,45534,15119,8761,79487,2661,5878,8472,11914,6381,4974,3175,3430,111737,14563,6945,13899,3905,12354,6105,824,3132,6527,23331,9488,6119,4545,27647,21010,16988,22614,23478.0,2018,True,Merced,CA
32580,489388,164831,117396,115768,64552,26841,237323,9425,18343,20674,22232,15580,7241,6818,5403,338116,9624,31742,17437,9622,41863,15496,4372,14690,26930,96983,35390,17447,16520,92304,82073,75903,44638,43198.0,2018,True,McAllen-Edinburg-Mission,TX
33100,4444749,618590,1171667,1184810,912432,557250,2143067,87910,170792,209462,245524,172120,106143,126100,158108,3038862,19360,233572,136762,100528,351483,221781,57106,231390,444549,613384,338288,184255,106404,1052979,639327,746431,281129,318996.0,2018,True,Miami-Fort Lauderdale-West Palm Beach,FL
33140,77816,9159,32274,21351,10074,4958,43122,1836,4177,4270,6200,2930,1616,1966,1249,47592,832,3012,9750,602,5162,3280,242,1064,3851,9301,6249,2413,1834,12979,11287,8956,3877,10493.0,2018,True,Michigan City-La Porte,IN
33220,58369,3600,17351,18718,10329,8371,34091,1215,3275,3200,4389,2563,1725,1805,2311,37354,301,2052,7265,683,3736,959,376,1626,2606,10259,5071,1531,889,15191,8482,6596,2434,4651.0,2018,True,Midland,MI
33260,111202,18182,26405,36054,21751,8810,59179,1916,4265,4886,9526,5842,5233,5126,6486,92535,19989,5606,5611,2280,11268,5269,823,4709,6945,16470,7136,4764,1665,31453,13476,21475,14007,12124.0,2018,True,Midland,TX
33340,1073519,90903,287017,309049,242429,144121,634398,27588,45891,63167,78576,59991,38530,40570,40442,796045,3646,35813,134631,20619,86193,39340,14323,55256,83840,199346,67299,33433,22306,318872,132345,172980,47972,123876.0,2018,True,Milwaukee-Waukesha-West Allis,WI
33460,2466476,152495,516302,747126,685966,364587,1386468,47475,95909,132566,192997,152922,117800,131487,138121,1985013,15499,106059,264198,56129,219792,95794,33830,166963,234183,474789,161754,89490,66533,880992,298518,429233,126143,250127.0,2018,True,Minneapolis-St. Paul-Bloomington,MN-WI
33540,81094,3495,16439,28967,19263,12930,50401,2728,6388,4989,6242,4070,2626,2743,2065,68413,1591,3612,4098,1182,8920,4711,1146,3780,6669,17181,9316,3161,3046,24835,15403,16140,5949,6086.0,2018,True,Missoula,MT
33660,280211,39834,97080,80823,41139,21335,158627,6283,10735,16553,18740,10576,4894,4975,4270,171487,1628,12733,20100,5212,20144,10424,2090,9455,17140,39379,16089,11767,5326,56962,31393,35847,19397,27888.0,2018,True,Mobile,AL
33700,348796,68958,107960,113904,39921,18053,175171,6396,14445,19566,21278,17670,10167,10025,9381,229483,10045,19254,27342,7985,26381,16300,2550,9667,21208,48682,18978,10612,10479,66059,42835,44510,31713,44366.0,2018,True,Modesto,CA
33780,106362,7481,35472,39380,15819,8210,61586,2428,5784,6964,8448,6134,3876,4299,2337,70961,487,5260,14980,2431,7075,5642,767,2152,4702,15435,6039,3887,2104,22523,11451,14146,7093,15748.0,2018,True,Monroe,MI
33860,254544,34377,74686,72017,43045,30419,142728,5945,11127,14093,19821,11299,6161,6975,5474,160328,1149,8841,19101,3088,15458,7251,1473,8532,19449,35851,15150,8141,16844,60806,25024,36616,10113,27769.0,2018,True,Montgomery,AL
34060,91251,6418,30041,20054,17104,17634,53173,2691,3910,5288,4942,4474,2376,2891,3004,65977,1996,2785,4265,675,7849,2529,461,2210,6325,22919,8106,2420,3437,26302,14559,12872,5249,6995.0,2018,True,Morgantown,WV
34580,91594,8421,24769,33850,16277,8277,48474,1169,3195,4763,9151,4843,3240,3102,3174,58273,2058,7495,7856,1816,5803,2191,568,2364,4402,13021,6085,2456,2158,20197,9010,10194,9482,9390.0,2018,True,Mount Vernon-Anacortes,WA
34620,70761,8146,22869,22038,9434,8274,45311,1974,3760,4201,6004,2042,1545,589,1480,54230,784,1801,7499,960,6879,1988,687,2279,3605,15875,6422,2822,2629,18357,12301,11688,2846,9038.0,2018,True,Muncie,IN
34740,119728,8002,40443,47738,15731,7814,67196,2750,5554,7642,7927,5375,2707,2493,1962,75834,720,4459,17793,1363,7955,4294,701,2455,5408,17891,6454,4348,1993,20971,15134,15460,6285,17984.0,2018,True,Muskegon,MI
34820,363456,33318,113417,120824,62986,32911,187932,8904,18546,21516,23086,15254,6595,6204,6852,205478,1694,18123,8157,3611,31586,10754,4168,11248,20521,36680,38788,12699,7449,61884,52235,48715,21448,21196.0,2018,True,Myrtle Beach-Conway-North Myrtle Beach,SC-NC
34900,97762,13943,18497,31238,23099,10985,47315,1156,4338,3173,6202,5590,3359,5273,6312,68939,2970,4823,9168,2138,7664,2823,761,2821,7106,13412,9777,2838,2638,24577,13276,15203,7769,8114.0,2018,True,Napa,CA
34940,288700,37372,67746,73130,65301,45151,144172,7306,12008,12520,18911,12168,7677,11490,17065,160980,6532,19630,6573,2687,17859,6604,1855,13106,27149,22806,21081,10853,4245,51046,39361,32717,25028,12828.0,2018,True,Naples-Immokalee-Marco Island,FL
34980,1310833,130691,349817,359913,303121,167291,730709,29904,59444,77481,104556,71210,47388,46705,52188,1010744,4624,73469,109590,26060,113736,53451,21911,72087,121284,223336,104367,48557,38272,408819,153824,225572,80367,142162.0,2018,True,Nashville-Davidson--Murfreesboro--Franklin,TN
35100,85241,9373,24425,30691,13151,7601,49527,1821,4844,3957,7028,3494,1424,2086,1657,45663,1391,3133,4544,1236,5360,2879,984,2099,4234,7036,5327,2869,4571,15384,7849,9600,6529,6301.0,2018,True,New Bern,NC
35300,598947,57722,189357,141878,110431,99559,335539,11619,23034,32122,42472,29207,22484,28059,31215,432459,1110,26600,46466,9828,50149,19112,7685,27476,40062,130378,36817,21993,14783,183511,79036,91637,30297,47978.0,2018,True,New Haven-Milford,CT
35380,885791,109197,253068,252552,172473,98501,482442,18071,34875,40631,55754,34948,25823,24364,26225,585928,8539,47053,34034,15016,59409,33278,8055,34490,66602,134261,80807,33038,31346,220448,124363,122180,59565,59372.0,2018,True,New Orleans-Metairie,LA
35620,13964059,1794881,3425323,3004384,3326132,2413339,7282923,212403,423259,587951,838989,684727,515545,700589,1042243,9934539,19677,589453,526689,262614,963735,637304,312400,885350,1381811,2584034,882744,485947,402781,4304832,1886593,2089555,670730,982829.0,2018,True,New York-Newark-Jersey City,NY-NJ-PA
35660,107435,11224,28417,36129,20502,11163,64783,2840,4994,6638,7702,4830,2857,3141,2996,74425,689,5305,13499,1215,7681,4959,931,3640,5579,16536,8989,3353,2049,26414,13808,14627,7329,12247.0,2018,True,Niles-Benton Harbor,MI
35840,636872,51867,187325,191515,120537,85628,334535,13684,26927,37455,41635,30069,20561,17497,23381,349495,3113,26396,25220,9085,49856,12163,4874,23484,47802,72238,45254,19011,10999,122734,71986,86133,31356,37286.0,2018,True,North Port-Sarasota-Bradenton,FL
35980,189510,15988,58052,52766,36319,26385,108098,3018,10753,10816,14060,11385,7058,9673,7582,132998,1674,7056,18688,3031,16020,5827,1747,6846,10128,29451,18597,6123,7810,51721,32013,25213,9332,14719.0,2018,True,Norwich-New London,CT
36740,1767521,185554,461686,534947,381057,204277,876502,37955,70323,93303,112361,82833,45676,43215,53432,1266714,5773,97349,58691,29071,152477,71474,28557,89626,172956,248557,201883,66033,44267,468457,243417,313260,109421,132159.0,2018,True,Orlando-Kissimmee-Sanford,FL
36780,115949,9154,37774,39844,21212,7965,71332,2935,6472,8219,10191,6647,3460,2672,2541,88028,590,3744,22431,3283,9235,3561,982,4515,7267,19298,7587,2844,2691,27414,14549,20229,6034,19802.0,2018,True,Oshkosh-Neenah,WI
36980,80754,7102,28743,27408,10686,6815,46687,2361,3917,5779,5212,3678,2924,1722,1166,54242,1688,4380,8397,1334,5530,2431,725,4321,4825,12231,4618,2234,1528,16964,9971,12477,5398,9432.0,2018,True,Owensboro,KY
36100,267702,33036,103194,78331,35482,17659,143441,6728,12368,13449,14565,10709,5687,3461,4147,126611,3472,10930,8368,4044,18228,6599,1674,6608,14549,28234,11287,6243,6375,36367,26891,32904,13342,17107.0,2018,True,Ocala,FL
36140,71086,5384,20799,20192,16203,8508,39208,1085,3495,3261,5925,2647,2973,3009,3439,42080,81,4004,1447,782,4142,1717,354,3298,2976,12085,6907,1257,3030,15719,9675,9043,3743,3900.0,2018,True,Ocean City,NJ
36220,96980,23366,29083,28910,10494,5127,54326,1810,5001,5788,7606,5249,3041,3725,3889,75990,11224,5693,6210,3126,9947,7184,308,3699,5562,9441,6415,4644,2537,17776,10484,16278,12728,18724.0,2018,True,Odessa,TX
36260,405950,28090,102127,145909,89851,39973,211332,8964,16188,23079,37090,28350,16355,16086,11019,322655,3608,23451,41949,7034,35714,16587,3503,18901,37860,67451,22483,15188,28926,123771,47925,72738,30494,47727.0,2018,True,Ogden-Clearfield,UT
36420,916138,95696,250542,288996,177513,103391,522039,23290,43366,57605,68857,44057,26356,27446,27237,683637,24947,47968,45386,15774,84281,31038,10025,43333,71860,149267,70920,39454,49384,250762,119510,162844,69617,80904.0,2018,True,Oklahoma City,OK
36500,202731,10645,43814,70777,46801,30694,110713,5336,8554,11939,17695,12069,7776,9752,6516,132697,3882,9978,7629,2328,14846,5124,1378,6479,11160,31281,12150,6106,20356,55288,24755,26806,11359,14489.0,2018,True,Olympia-Tumwater,WA
36540,618013,51957,145144,195390,146025,79497,362764,13733,28666,38105,49094,38987,25291,24320,22496,484822,5395,35022,37710,12383,55719,32203,9791,45370,53585,119356,40159,19124,19005,198604,79243,107400,40044,59531.0,2018,True,Omaha-Council Bluffs,NE-IA
37100,576636,84780,116809,187771,117297,69979,271980,9033,16023,22349,39235,30218,21328,28902,33855,419074,23550,24025,36742,13984,44371,15824,9846,31134,56612,79471,41978,21509,20028,157459,75946,89547,49029,47093.0,2018,True,Oxnard-Thousand Oaks-Ventura,CA
37340,443707,35401,125326,145163,86957,50860,226363,10178,19000,22975,30236,20569,14188,12503,9743,257032,927,17858,30467,3112,29577,10540,4028,14190,36524,53299,30344,13610,12556,100799,46824,58429,21880,29100.0,2018,True,Palm Bay-Melbourne-Titusville,FL
37460,142288,13918,47708,48485,21070,11107,80447,5690,6393,9834,10327,6929,3613,2764,2105,89281,1434,5731,5994,1428,12311,3639,1606,4410,9603,18377,12120,3723,8905,27897,21097,21284,8092,10911.0,2018,True,Panama City,FL
37620,66029,6392,23339,23003,8502,4793,38995,1845,2999,3131,4589,2655,1457,1645,899,39451,473,1615,3953,815,6575,2390,326,1606,3903,9045,3781,1888,3081,13265,7877,9723,3098,5488.0,2018,True,Parkersburg-Vienna,WV
37860,339523,25042,95058,125325,60492,33606,182711,9382,14842,20503,24617,15507,9967,7385,10131,215943,2746,16068,8565,3890,31318,10753,2382,16453,19196,52946,25768,10135,15723,78894,42023,50959,21814,22253.0,2018,True,Pensacola-Ferry Pass-Brent,FL
37900,252810,20135,76524,83728,46014,26409,147607,5704,12423,18543,18654,12275,8439,7777,6662,168300,3211,9217,24572,3863,18553,8197,2685,10846,16167,43718,14169,8394,4708,63380,29564,37583,14110,23663.0,2018,True,Peoria,IL
37980,4228530,376166,1236248,1005020,950153,660943,2285651,75601,156047,218190,282977,220360,151286,197719,233150,3020598,17690,160445,262991,79491,326459,162477,56461,244149,385543,812759,244693,135397,132043,1323207,511402,656544,201946,327499.0,2018,True,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD
38860,394599,19115,97578,114206,101706,61994,228248,9983,16988,23000,34004,24357,16367,17390,15109,297069,3007,17820,27850,5640,36763,11391,5436,25116,34598,79585,27217,13675,8971,130108,49994,60985,24585,31397.0,2018,True,Portland-South Portland,ME
38900,1750298,137578,350393,562611,435286,264430,954947,32382,68739,93406,130354,109150,71079,82420,88334,1292710,17237,89811,160710,38240,140574,66765,22421,80363,172519,279064,116773,62081,46152,563340,202242,266225,103266,157637.0,2018,True,Portland-Vancouver-Hillsboro,OR-WA
38940,358698,42699,103512,116070,59339,37078,181838,7810,16206,17887,22186,15888,8460,8493,11080,197327,1838,16986,10953,5376,27166,10370,4196,10033,21434,46183,19981,14003,8808,64227,40871,49848,21480,20901.0,2018,True,Port St. Lucie,FL
38060,3258671,391315,749520,1077448,658424,381964,1730400,69570,147432,181067,239676,167003,106464,111764,122150,2302880,18021,157316,171092,54052,268849,131886,48308,224083,312747,471632,245591,107735,91568,870230,426416,553331,190450,262453.0,2018,True,Phoenix-Mesa-Scottsdale,AZ
38300,1694079,94126,546193,452461,363441,237858,1013812,37599,77228,98260,128213,96670,60175,60444,61316,1166833,15048,68939,119402,30419,131311,64470,19635,84772,134303,299778,99195,58359,41202,485926,195287,251947,88908,144765.0,2018,True,Pittsburgh,PA
38340,93096,6514,27999,26280,18893,13410,55212,1828,3271,5690,7288,5540,3389,3007,2840,62480,669,4149,4300,853,6384,2879,994,2610,6467,20546,6322,3536,2771,26173,13578,11573,4531,6625.0,2018,True,Pittsfield,MA
38540,55563,4189,14402,21508,10152,5312,30635,1153,2706,2808,4210,2727,1301,1109,668,38962,1007,2415,3328,1045,4354,1918,656,2321,2717,10779,3574,1941,2907,15088,6724,8817,2849,5484.0,2018,True,Pocatello,ID
39140,178575,18512,44037,68929,29024,18073,100836,5442,9713,10269,11402,6184,4542,3795,2822,87644,1655,9246,3950,2272,11673,3510,1233,4055,9574,18847,10610,6798,4221,26839,21254,20059,10325,9167.0,2018,True,Prescott,AZ
39300,1136569,137020,337138,299928,217471,145012,621705,19277,48311,60057,76711,63458,41505,47232,43672,812235,4353,47930,87333,20769,99195,35358,11373,53997,83058,218036,84637,34692,31504,307295,158392,180256,60898,105394.0,2018,True,Providence-Warwick,RI-MA
39340,315665,17670,53892,113509,89296,41298,174426,6915,13652,20119,28563,22112,13553,12549,11106,294699,3063,22437,24756,5716,38253,7538,9605,17390,48200,70465,24397,14617,8262,122435,43456,72984,24328,31496.0,2018,True,Provo-Orem,UT
39380,115082,11421,32843,45783,16537,8498,64954,3054,5193,7250,8704,4374,2319,2325,1294,70473,919,5820,4366,1321,9650,3232,909,2707,6063,20230,7178,3018,5060,20674,16021,16955,8356,8467.0,2018,True,Pueblo,CO
39460,152920,16268,53562,47230,21606,14254,74975,4381,8731,8449,9249,4500,2899,2748,3544,63398,796,4384,3686,1470,12392,3121,921,4032,6069,11379,8589,3902,2657,18862,12591,17601,6688,7656.0,2018,True,Punta Gorda,FL
39540,135530,12449,41409,46783,22529,12360,76808,3478,6232,7560,10222,7218,6011,4499,2772,95803,503,4929,20268,2989,10947,5147,918,3877,8287,22387,7994,4333,3224,29361,18666,18482,7972,21322.0,2018,True,Racine,WI
39580,914534,69380,161386,244926,277214,161628,504854,17322,36949,53553,67738,53980,36343,41341,53541,716889,3961,45657,62488,16562,72287,30200,18540,49591,133044,149710,63402,35675,35772,358616,104347,140327,47751,65848.0,2018,True,Raleigh,NC
39660,101906,5708,32329,31582,21456,10831,58509,2766,4119,7080,8829,5917,2021,2809,2547,73151,2464,6552,3003,2131,8302,4321,1267,4096,6724,17648,8012,4135,4496,25305,17158,15672,7204,7812.0,2018,True,Rapid City,SD
39740,285902,38808,101276,73963,46063,25792,157006,6385,13552,16987,21691,15496,10983,10682,6836,209400,4818,12820,37530,5840,26079,10186,2299,11130,18685,47090,16838,10702,5383,69721,37576,41571,20233,40299.0,2018,True,Reading,PA
39820,127001,14670,29514,54601,17578,10638,68198,2833,4803,7600,7882,6849,3896,3615,2862,69649,743,5790,3077,1218,8953,3488,865,4068,6543,17734,7999,4188,4983,24453,15479,14393,7924,7400.0,2018,True,Redding,CA
39900,327283,33407,78828,112691,63497,38860,187724,7844,18248,21222,23320,17902,12796,12565,11678,242966,1543,18648,20601,8154,26824,15107,3736,12608,27062,48973,37870,10357,11483,87152,46698,52616,21125,35375.0,2018,True,Reno,NV
40060,905700,95164,227674,237393,212569,132900,497416,21860,35388,54019,65589,53878,33262,33549,36880,658555,3593,45182,49616,15593,71380,38423,10366,62415,80308,149804,58700,27789,45386,279053,110612,141636,51255,75999.0,2018,True,Richmond,VA
40140,2971102,539746,835246,946871,417430,231809,1366750,48248,100290,141039,181947,138582,85681,101298,91237,2016080,19364,175581,165099,60852,254168,177302,27966,94699,199194,422308,218337,99876,101334,593828,400791,452901,219908,348652.0,2018,True,Riverside-San Bernardino-Ontario,CA
40220,225733,23526,70437,64748,42399,24623,126687,7461,8498,11767,16299,11070,7735,7309,5442,147610,1645,8760,15571,5607,15625,9669,2840,10729,11384,38951,14755,6303,5771,56487,24363,31871,10875,24014.0,2018,True,Roanoke,VA
40340,149921,9394,34777,47146,34538,24066,88644,4532,6167,8491,13562,10034,6262,6482,6729,117691,3811,6399,9305,1469,12480,4373,1710,4041,7919,49529,8049,4938,3668,53434,19902,21863,9134,13358.0,2018,True,Rochester,MN
40380,746489,70574,187259,217511,149005,122140,430682,15848,32398,44123,56530,41056,26423,26255,21700,518484,5905,25553,61502,10154,57926,19922,10722,29415,56951,160274,42110,21101,16949,223206,87367,108903,36923,62085.0,2018,True,Rochester,NY
40420,229494,27275,75967,73981,31930,20341,133049,4325,11032,14002,16952,12161,6996,6923,5651,162680,964,10004,39881,3910,16068,10427,2801,7402,12887,31494,15714,6960,4168,47555,29421,34342,13029,38333.0,2018,True,Rockford,IL
40580,101633,12397,37341,31476,14944,5475,58844,2689,4744,6025,7065,4338,2568,1372,2169,67057,2562,3156,10473,1144,7036,5608,425,4004,4298,15716,6396,2727,3512,22350,12296,12891,6723,12797.0,2018,True,Rocky Mount,NC
40900,1588082,162798,330518,549807,352931,192028,835453,30382,56430,78274,112121,86588,59794,74424,76586,1090542,13800,75724,60256,23849,119271,56247,16218,74587,129966,246178,113036,55863,105547,449029,203248,241616,85069,111580.0,2018,True,Sacramento--Roseville--Arden-Arcade,CA
