cbsa,Education_Total,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Income_Total,"$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",Occupation_Total,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate, and rental and leasing","Professional, scientific, and management, and administrative, and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",year,metropolitan_area,city,state
14860,645814,64082,133036,136387,173054,139255,345634,9609,20364,25476,36287,29119,23386,36806,72035,480867,1236,31955,38767,11955,47217,17956,12393,53285,77537,108736,39673,28143,12014,219402,83360,104476,36504,37125.0,2018,True,Bridgeport-Stamford-Norwalk,CT
15180,250704,76419,69237,62503,29493,13052,124812,4764,11442,11168,11966,5900,3810,3976,2518,163171,4190,12176,8010,3000,18748,7274,1284,7633,12913,52571,16693,9420,9259,43453,46632,36323,17771,18992.0,2018,True,Brownsville-Harlingen,TX
16020,61193,7259,21029,16190,10410,6305,34368,1807,3031,3802,4854,2370,1101,888,612,45969,1123,3546,4285,1110,6356,2148,905,2500,2556,13988,4467,1281,1704,14879,9218,9984,5043,6845.0,2018,True,Cape Girardeau,MO-IL
16060,82951,7051,23537,29150,11583,11630,51205,2534,4436,3478,4945,3452,1796,1994,1263,54619,995,2946,3537,869,6453,1540,734,3053,3475,18394,5864,3862,2897,20121,12190,10993,5024,6291.0,2018,True,Carbondale-Marion,IL
16220,54037,3461,13498,23559,8577,4942,32240,1375,2656,3877,4109,2881,1770,2646,2134,41357,3859,3370,1768,1602,4481,2571,485,1871,3010,10154,4970,1688,1528,14874,6982,8664,4938,5899.0,2018,True,Casper,WY
16300,185730,11604,53238,62381,42013,16494,109191,3130,10421,12606,15255,10592,7475,6259,5593,142573,1829,7500,24174,3403,16432,9478,2954,10548,13516,34542,9233,5424,3540,54058,22278,32391,10354,23492.0,2018,True,Cedar Rapids,IA
16540,108906,12470,46739,26935,13695,9067,59834,3570,5031,8364,8771,5301,3021,2865,1987,77167,2182,3877,12342,2868,9491,5299,778,2418,8014,15302,6291,2815,5490,22800,11956,15256,9332,17823.0,2018,True,Chambersburg-Waynesboro,PA
47380,166657,25068,45774,55837,25860,14118,97387,3611,7649,8509,11879,8117,3833,4073,3032,120750,1978,10061,16589,3466,14236,5981,1309,6028,7928,29211,12647,6145,5171,37974,20598,25930,14066,22182.0,2018,True,Waco,TX
47580,128508,15218,36143,41391,21497,14259,71511,5588,4582,6895,7175,7164,3372,4072,4822,87145,1030,4888,9446,704,11848,3651,2145,3911,9944,17485,4890,4709,12494,27887,16110,20098,9879,13171.0,2018,True,Warner Robins,GA
48660,97790,11988,31058,32397,14003,8344,54429,2403,4042,4754,7811,4884,2711,1894,1242,64852,2719,5326,6211,1168,7349,4129,852,3157,4512,16411,6424,3006,3588,19337,12925,13981,8451,10158.0,2018,True,Wichita Falls,TX
48700,79981,7138,30323,22512,13710,6298,44585,1577,3960,5753,6003,4943,1682,1162,1515,51746,1415,3503,6909,1331,6184,2954,698,2692,3512,13907,3980,1946,2715,17533,9022,11074,4547,9570.0,2018,True,Williamsport,PA
48900,203658,15851,43703,66461,53011,24632,120886,6925,9318,13620,15221,9363,5434,5660,6532,140218,1731,7522,10629,2302,18282,4876,3318,11061,18042,31499,18732,7270,4954,55534,27862,29733,11589,15500.0,2018,True,Wilmington,NC
48060,70840,5928,23750,25061,9580,6521,44657,2410,4211,5795,6007,3067,2218,1488,939,42968,1082,2528,3127,472,5898,953,900,2223,3950,10513,4442,1906,4974,14619,9666,9301,4269,5113.0,2018,True,Watertown-Fort Drum,NY
48140,93602,7262,30777,29629,17474,8460,56245,2000,4646,7487,8391,5689,3542,2682,2223,71135,1832,4086,13461,1368,8795,2894,802,5661,4139,18643,4820,2856,1778,26628,10493,14485,6098,13431.0,2018,True,Wausau,WI
48260,87570,8262,39145,25568,8600,5995,51680,2169,4674,5388,5222,4048,1865,826,1223,49885,1627,2734,6560,1597,5730,4560,381,1207,4060,13725,3466,2831,1407,14318,8591,11119,5190,10667.0,2018,True,Weirton-Steubenville,WV-OH
48300,82146,14208,22022,24827,13112,7977,47855,2356,4258,6806,5429,3676,2227,3400,2894,59294,8317,4051,2853,2113,6100,3792,753,2910,4968,12276,6137,2662,2362,21238,11556,7611,9920,8969.0,2018,True,Wenatchee,WA
48540,102349,7704,41491,29903,15457,7794,52435,2284,4993,4865,6893,4382,1603,1998,1408,60867,3536,3546,5324,2006,6401,3162,1230,2901,5420,16363,5798,2957,2223,17916,11127,14477,6980,10367.0,2018,True,Wheeling,WV-OH
48620,422321,40683,110689,139233,82681,49035,248799,10415,20085,28438,31937,22101,13143,13756,10027,311499,3648,19523,53372,8395,32051,14574,4685,15236,30661,76444,27520,12620,12770,113093,54263,62140,30558,51445.0,2018,True,Wichita,KS
49020,97711,11962,31752,28314,14393,11290,53715,2494,4043,5736,7698,5155,2696,4110,3459,69550,1005,6008,7819,1501,8746,3554,850,3616,7775,15495,5654,3009,4518,26629,11663,13093,6565,11600.0,2018,True,Winchester,VA-WV
49180,465117,64384,134871,145756,77774,42332,270772,12503,19849,28195,33377,19350,11063,9725,10405,306447,2021,20467,47627,8655,33440,15680,5079,16649,31657,73920,26469,15960,8823,113935,48734,63879,28396,51503.0,2018,True,Winston-Salem,NC
49340,657903,57107,184187,180154,143951,92504,353402,11388,26009,34702,45235,34684,24868,31578,31494,485670,2604,29797,55793,11701,52407,24702,8668,30503,53526,137742,37907,22036,18284,203800,88238,100609,35760,57263.0,2018,True,Worcester,MA-CT
49420,152659,40511,42310,44188,15520,10130,83320,2956,7758,9124,11752,6173,3422,3298,2014,105863,19140,4429,9692,5640,9602,9401,414,3173,5339,22580,8465,3886,4102,26599,19279,17068,21877,21040.0,2018,True,Yakima,WA
49740,135113,33019,36638,42733,15554,7169,74532,2250,6309,7037,9255,4950,2498,2394,1360,76472,8065,3627,4099,2310,7147,4235,779,3406,6493,17823,8254,3055,7179,21383,16952,13602,13615,10920.0,2018,True,Yuma,AZ
49620,311944,31084,122067,78919,52368,27506,173958,7315,14486,19931,25165,16857,12059,11871,8184,224002,2200,15642,34633,7366,23927,13839,2768,12476,21132,49380,17397,12913,10329,81779,31532,48678,20309,41704.0,2018,True,York-Hanover,PA
49660,384312,38264,155544,105312,54490,30702,227477,8328,18951,23271,27511,16983,10006,7526,5881,240260,1990,15099,36201,5132,28945,11492,2721,9121,17822,67400,21954,12451,9932,80050,49529,49747,19892,41042.0,2018,True,Youngstown-Warren-Boardman,OH-PA
49700,113305,23576,24733,44572,13485,6939,58180,2414,4413,5148,7579,5159,3298,3855,1759,70191,5760,5924,4470,1708,9081,3842,789,2960,5973,15111,7468,2772,4333,18419,15018,15553,10187,11014.0,2018,True,Yuba City,CA
16580,140821,8664,32378,40899,29303,29577,96449,3202,10159,8050,9990,8901,4845,5199,4687,115830,1594,4484,9318,1382,12760,5833,2967,5049,8695,45100,11052,4038,3558,52603,19364,22426,6755,14682.0,2018,True,Champaign-Urbana,IL
16620,153129,18217,56642,42710,20359,15201,90728,3726,6329,8868,6546,6047,3278,2853,3594,85453,1321,4026,4265,1756,10800,3744,987,5043,9962,24356,7795,3626,7772,34469,14234,21697,5693,9360.0,2018,True,Charleston,WV
16700,545604,44499,139000,162691,129199,70215,294424,10351,24278,29473,41962,26701,17680,18311,22302,390392,1559,28203,38433,6757,41183,19140,8246,23023,54327,83837,44381,19848,21455,158266,72287,83194,34273,42372.0,2018,True,Charleston-North Charleston,SC
16740,1737932,184744,402812,522184,421008,207184,960297,41107,80704,93252,122720,88743,56679,62037,74768,1304985,8579,92361,148615,36044,144985,80024,26951,136081,160550,250146,124465,62761,33423,515568,204669,287111,112023,185614.0,2018,True,Charlotte-Concord-Gastonia,NC-SC
16820,159172,16741,33724,32550,38028,38129,88765,3226,6872,7680,13176,7653,6033,6208,9183,112626,1487,8479,4578,1115,10224,2589,1373,5407,14816,38945,11231,7007,5375,54690,19547,21509,9340,7540.0,2018,True,Charlottesville,VA
16860,392345,46183,111166,130726,66688,37582,221133,10301,19052,24623,27337,18825,9780,10258,10591,266873,1420,19104,35525,6883,27972,17482,2663,20980,25178,60272,26367,14452,8575,94055,48821,60458,26220,37319.0,2018,True,Chattanooga,TN-GA
16940,68017,4031,19457,26516,12065,5948,39678,2237,2421,5126,5649,3736,3390,2219,1846,44981,1357,4846,1410,1473,5384,3969,614,1799,2954,10028,3994,1644,5509,15582,8099,9557,6288,5455.0,2018,True,Cheyenne,WY
16980,6479044,710098,1568191,1703780,1494347,1002628,3538101,124142,238760,343183,440612,357722,236022,292015,354170,4792415,16342,258057,556112,140610,492685,345697,91536,357686,651928,1067306,434998,225297,154161,1933652,790598,1065812,315895,686458.0,2018,True,Chicago-Naperville-Elgin,IL-IN-WI
15380,800125,68595,222263,239929,150474,118864,480106,18608,41008,45638,61514,41992,25379,30121,22024,551515,2656,26884,59582,11608,60951,26109,9702,42412,54199,152957,51843,26592,26020,219352,100524,128055,38338,65246.0,2018,True,Buffalo-Cheektowaga-Niagara Falls,NY
15500,111388,13312,31861,37636,20870,7709,64700,2665,4983,6898,6479,6510,3015,2834,1621,77299,481,5296,11885,2644,9858,3602,882,4504,6942,19009,6955,3191,2050,23800,11536,19213,7977,14773.0,2018,True,Burlington,NC
15540,149236,9172,34221,37629,42726,25488,87329,2561,6509,8181,13950,10239,6513,6027,5340,122071,2347,5883,13211,2161,13664,3812,2505,5310,13823,36659,11094,5333,6269,59317,19892,21622,9394,11846.0,2018,True,Burlington-South Burlington,VT
15680,73248,6815,24037,17012,15078,10306,41239,1303,3111,2470,4681,5980,4340,5108,4464,55450,550,5229,2609,818,5706,2940,838,1875,10117,9638,2529,2088,10513,26228,7272,9337,6539,6074.0,2018,True,California-Lexington Park,MD
15940,279380,22535,108134,89317,38847,20547,163626,6373,13576,17536,20160,13863,8230,6716,4829,188090,1884,10616,32247,5079,21289,11405,2574,8689,15946,43297,18368,9543,7153,61760,32156,43458,14818,35898.0,2018,True,Canton-Massillon,OH
15980,569552,59223,176117,167453,104532,62227,281222,12606,24354,30002,32815,24013,14887,14006,16504,322460,1440,41548,8071,7695,46647,17023,4602,21343,41280,69915,37827,14410,10659,104604,63069,79660,41377,33750.0,2018,True,Cape Coral-Fort Myers,FL
17020,152912,13849,34495,64555,26382,13631,88636,3606,5533,9065,9422,8521,3555,5213,4194,101385,3501,6353,7562,1831,12628,3973,2418,4494,11004,26714,12211,5248,3448,34133,22770,22681,7966,13835.0,2018,True,Chico,CA
17140,1475197,127453,435876,410286,306971,194611,862535,32005,67553,92039,110560,86446,52840,53314,57681,1102840,5631,56524,146938,33129,128704,63962,19439,84406,130299,254046,98952,42375,38435,443903,176053,244975,73380,164529.0,2018,True,Cincinnati,OH-KY-IN
17300,177555,12881,50542,64944,32863,16325,104502,4352,9221,10465,12844,10846,3708,3507,3104,112877,1117,6417,16798,2247,11918,6296,2655,6222,10115,26636,9430,4498,8528,37456,20577,23896,9840,21108.0,2018,True,Clarksville,TN-KY
17420,85709,13443,28636,27437,9578,6615,46778,2060,4744,4647,4947,2913,2619,1424,1292,57630,786,2934,12702,488,6091,3441,587,2953,5634,11410,4960,4571,1073,16849,11708,11073,6157,11843.0,2018,True,Cleveland,TN
17460,1448340,131446,406997,436409,288170,185318,866039,35194,64589,84272,107242,75242,45208,46481,52952,1006411,4902,52033,144312,28364,104236,44770,16704,74073,108838,250862,94177,46039,37101,407130,170858,221876,66774,139773.0,2018,True,Cleveland-Elyria,OH
17660,112592,8837,32721,42017,18844,10173,64955,3848,5527,7507,8438,5358,2665,3579,2454,75961,1599,6996,8053,1376,10217,2610,1832,4268,7232,15950,8167,3674,3987,24301,12945,19038,9475,10202.0,2018,True,Coeur d'Alene,ID
17780,146001,18683,31763,36237,31885,27433,94615,4778,6455,9920,9681,7506,5326,3925,4977,119159,4447,9236,4595,1396,12431,4641,1302,5613,11834,44869,10037,5601,3157,55565,17819,21764,11358,12653.0,2018,True,College Station-Bryan,TX
17820,483326,32119,95173,169453,111270,75311,271694,10829,21110,30474,39819,27547,18775,17715,17900,350192,2865,28729,18371,5893,40384,14702,10765,26852,47426,79417,37095,18701,18992,144828,61476,78470,32705,32713.0,2018,True,Colorado Springs,CO
17860,107408,5154,20358,29905,27958,24033,72217,2585,6366,7611,7700,6034,4955,2963,3724,94606,397,4976,4321,1655,9317,3929,2519,8880,6260,34426,9713,4100,4113,45919,16337,18114,6254,7982.0,2018,True,Columbia,MO
17900,552727,50825,153844,176459,104708,66891,315092,14652,25740,35818,40169,25977,12854,16110,12073,389276,2451,25160,34411,9176,45083,22832,8823,28169,36879,95108,34288,20450,26446,142914,70358,88350,33873,53781.0,2018,True,Columbia,SC
17980,201128,25204,57420,71935,26193,20376,114607,3972,10777,12172,14229,8208,4673,3857,3247,120353,1394,6934,13710,1615,13511,5675,1585,11677,11390,27078,13649,5081,7054,39428,22605,27763,10752,19805.0,2018,True,Columbus,GA-AL
18140,1417147,112159,388102,383251,336606,197029,801805,32058,62837,84507,107957,78789,50665,53671,52130,1068522,5679,53941,92262,31152,127344,67829,19660,103012,125011,257270,96723,43883,44756,456517,168224,234361,63624,145796.0,2018,True,Columbus,OH
18580,298400,52041,86878,96656,40928,21897,161693,6656,11061,16309,22230,14900,7038,8173,7438,202972,7011,24928,11734,4389,21278,10613,3390,11091,16900,44993,23942,10608,12095,65059,42662,39042,29054,27155.0,2018,True,Corpus Christi,TX
18880,193753,16784,51942,65610,36557,22860,108340,4261,7929,11787,13808,10662,8119,6949,5131,122660,900,10272,5394,2028,11390,6003,971,10031,15981,20392,21640,6000,11658,47340,28897,25560,12227,8636.0,2018,True,Crestview-Fort Walton Beach-Destin,FL
19060,69093,5823,29708,20142,8224,5196,37893,1595,3338,3871,4582,2268,1413,936,835,41653,589,2729,4466,842,5073,2770,655,1481,3039,10928,4439,2092,2550,12709,9657,8231,4626,6430.0,2018,True,Cumberland,MD-WV
19100,4894915,681005,1114254,1360939,1129425,609292,2623878,98571,208233,268064,334426,264527,176905,207532,238144,3821351,38796,323385,341856,112721,442926,263745,79634,335003,499072,725549,347511,199665,111488,1484751,591217,858626,368343,518414.0,2018,True,Dallas-Fort Worth-Arlington,TX
19140,93514,26309,30028,23001,9716,4460,51023,2618,4230,5209,5868,3467,2000,996,1320,64911,777,4219,24900,1530,5341,3374,1537,2056,3541,9656,4138,2578,1264,15364,8448,11895,7594,21610.0,2018,True,Dalton,GA
19300,155691,15282,44013,47573,32210,16613,83501,3033,7824,8499,10105,6448,3883,5023,5156,102800,1100,11205,8495,2357,14886,5240,1706,6532,11525,18433,10833,5114,5374,34969,18709,24752,11639,12731.0,2018,True,Daphne-Fairhope-Foley,AL
19340,260266,23523,78778,85919,48381,23665,153865,7667,13427,14448,21548,13257,8121,7762,6136,184606,3133,10881,29674,3798,22941,12633,2553,10299,14243,39809,18435,9090,7117,64161,31538,40628,13740,34539.0,2018,True,Davenport-Moline-Rock Island,IA-IL
19380,552910,48191,155902,179891,96266,72660,331426,14754,24321,34287,42321,27257,17060,19363,14467,382534,1326,19696,55454,6748,44638,16101,8342,18642,42111,93011,35169,18660,22636,147668,63962,86207,24440,60257.0,2018,True,Dayton,OH
19460,104747,16985,32749,30674,16470,7869,57863,2262,5179,4800,6249,4942,3221,3181,1167,67058,805,4926,13830,1373,6892,4313,635,2815,6986,14024,5231,2891,2337,23180,9824,13969,6310,13775.0,2018,True,Decatur,AL
19500,72883,7545,25345,24466,10218,5309,44562,1875,3657,4332,5386,4105,1648,1526,1657,48087,1248,2313,10144,925,5375,1894,408,1773,3432,10946,5804,1952,1873,15998,9544,9776,3962,8807.0,2018,True,Decatur,IL
19660,492809,43318,154447,173295,80477,41272,259697,12239,24148,27024,32484,22042,9112,9663,10949,280621,1716,24237,18340,6491,39633,14232,4626,21753,30723,59275,32769,14697,12129,88029,56999,75922,27475,32196.0,2018,True,Deltona-Daytona Beach-Ormond Beach,FL
19740,2039409,175636,398790,551751,576602,336630,1131410,40646,80479,110789,149563,128848,88090,108555,120680,1629569,21156,134410,103365,43609,169287,83929,53590,132163,254510,322341,157257,77801,76151,734511,242458,354635,135714,162251.0,2018,True,Denver-Aurora-Lakewood,CO
20100,120156,19350,39124,33717,16233,11732,67841,1950,5745,7280,8680,5962,3833,3121,2297,80288,1125,5787,7499,1205,12682,4012,514,5264,4408,22491,7268,1877,6156,24844,17373,18660,6924,12487.0,2018,True,Dover,DE
19780,434042,29165,106623,129439,117216,51599,255055,9105,19616,26743,38012,26721,19751,19169,17591,354083,4733,20385,29236,11067,41201,17268,7087,55286,37861,77348,26069,14204,12338,151355,53681,79040,27398,42609.0,2018,True,Des Moines-West Des Moines,IA
19820,3012431,295939,794421,965497,573602,382972,1710686,64461,121471,168302,212387,153655,102596,116721,109294,2057508,6902,105764,414046,46044,204659,98297,28314,124872,237510,439132,195127,90870,65971,799612,353950,439269,138520,326157.0,2018,True,Detroit-Warren-Dearborn,MI
20020,102899,15652,33711,33239,13108,7189,55431,1656,4013,6000,5920,4337,2628,1923,1285,61044,1024,4117,5938,2297,8606,4481,537,2175,4769,14702,6221,3116,3061,18908,11352,14640,6673,9471.0,2018,True,Dothan,AL
20220,65356,5130,22731,17363,12760,7372,38501,2018,3053,4589,5960,3332,2108,1638,1705,49454,781,2736,7937,1536,6888,2235,866,3111,3072,12178,4171,2277,1666,17480,8967,9992,3311,9704.0,2018,True,Dubuque,IA
20260,192651,11228,53018,74254,35449,18702,117226,5188,8815,12808,14749,11139,5969,5005,3734,135559,3697,8280,9741,2755,16863,8070,1640,7837,8487,40451,14566,5225,7947,47126,29250,28979,12014,18190.0,2018,True,Duluth,MN-WI
20500,391802,36820,75270,91170,95630,92912,225699,8864,17248,21980,26870,18382,12768,14928,21877,296137,1237,17040,25799,4426,24660,8049,6071,16583,40473,98469,30126,13504,9700,146643,54589,49667,20588,24650.0,2018,True,Durham-Chapel Hill,NC
20700,118492,11885,42638,37871,15381,10717,55109,2622,3916,6091,9007,5425,3413,2659,2856,78867,102,4383,8426,2640,11809,6840,1521,4491,7659,16287,8102,3744,2863,21377,15077,19553,7285,15575.0,2018,True,East Stroudsburg,PA
20740,110707,7003,33399,40100,20400,9805,66796,2829,6131,8555,9269,7293,3901,2460,1966,86976,1913,4900,13161,2386,11678,4283,718,5569,5291,22823,7628,3455,3171,29826,14544,19236,6909,16461.0,2018,True,Eau Claire,WI
21340,520631,115061,120158,163162,80489,41761,271122,13022,23549,24217,26318,18911,9544,10450,7122,361034,4977,22526,20162,9809,43615,23227,7153,16575,38014,95235,36756,15992,26993,110179,80236,92602,35567,42450.0,2018,True,El Paso,TX
21500,187350,15129,71415,48645,31866,20295,109797,4696,8197,11459,13259,8412,4730,4261,3031,129088,1127,6326,17407,3253,15028,5188,1234,7807,10611,36909,13611,7164,3423,44846,28123,27285,9028,19806.0,2018,True,Erie,PA
21660,262100,21146,59382,102675,48647,30250,156072,6242,13904,17508,21053,10622,7251,6988,6350,177274,4607,9360,17848,5087,22041,6040,2416,8763,18931,46999,17341,10581,7260,64599,37512,36945,15811,22407.0,2018,True,Eugene,OR
21780,217763,20057,72001,69292,37759,18654,128680,4883,9973,12254,19552,10598,6455,6104,5483,150156,1599,9151,29493,4017,16634,7832,1538,7482,12148,35166,12733,8185,4178,52387,26472,31215,12016,28066.0,2018,True,Evansville,IN-KY
21820,63123,4093,15935,24795,10551,7749,36378,1005,2522,4713,5273,4442,2863,2611,3149,45983,2238,2119,813,271,5633,4584,643,1625,3821,11702,4881,2325,5328,14719,8373,10406,5837,6648.0,2018,True,Fairbanks,AK
21060,101451,10659,33535,37832,10498,8927,57098,2323,4635,5522,7022,5869,2498,2050,1790,65468,458,4228,10282,842,7375,3614,1516,2726,4026,13008,7605,3033,6755,19955,12622,13248,6849,12794.0,2018,True,Elizabethtown-Fort Knox,KY
21140,130591,23940,45415,35073,17224,8939,73660,3052,7228,9582,11202,6287,3183,3371,2551,100368,1399,4708,36236,2667,10924,3512,978,3685,5915,16171,6556,5046,2571,27928,13826,21537,8530,28547.0,2018,True,Elkhart-Goshen,IN
22020,154615,8905,31950,54574,43400,15786,99306,5971,7898,9133,13833,9022,6925,6937,6610,139102,4156,7580,11157,4864,15865,6888,1711,11669,13048,44307,9808,4327,3722,58962,23938,27900,10223,18079.0,2018,True,Fargo,ND-MN
22140,81649,12033,22134,34241,7570,5671,43707,1459,3433,4194,5212,2993,2124,1325,1061,47046,5225,3181,1810,759,6801,3152,226,1420,2099,12424,4753,2231,2965,13521,8504,12248,7024,5749.0,2018,True,Farmington,NM
22180,242623,22780,62159,95010,40987,21687,146760,7258,11959,14277,16843,10579,6863,5117,3181,148082,1519,7989,13658,2059,22628,6035,1886,5258,12406,37628,14492,7379,15145,49515,29694,32657,12360,23856.0,2018,True,Fayetteville,NC
22220,352902,46591,101894,92955,67370,44092,205278,9986,17170,21507,26342,16554,10791,11403,12666,269028,5058,20195,40439,6545,44093,17332,2909,11163,25126,54640,19872,13262,8394,97879,41130,58045,24453,47521.0,2018,True,Fayetteville-Springdale-Rogers,AR-MO
22380,84383,8962,17666,27384,18005,12366,47275,1165,4417,6229,5663,3800,2834,3280,2599,67654,833,4483,4968,599,6873,2907,307,2605,5864,17920,13099,4232,2964,24942,14776,15607,6264,6065.0,2018,True,Flagstaff,AZ
22420,280501,25454,89613,103196,39717,22521,169469,7621,12369,15987,20861,13170,7569,6917,4936,178222,705,10784,30733,3314,23183,8427,2152,7193,13722,44624,19668,9384,4333,58749,33983,36120,14402,34968.0,2018,True,Flint,MI
22500,137770,21720,48940,37032,18241,11837,75826,2762,5882,8055,7394,4966,2821,2532,2333,86198,980,3809,11248,2559,11685,4494,493,3999,8013,24322,7749,3213,3634,28415,15374,21269,6685,14455.0,2018,True,Florence,SC
22520,103229,12601,41580,27099,13966,7983,59932,2684,4924,7433,6260,4542,2543,1588,2318,64930,387,5488,11113,990,9500,3910,701,2923,4752,13333,6989,2203,2641,18830,10208,16183,5822,13887.0,2018,True,Florence-Muscle Shoals,AL
22540,72500,5772,25528,25809,10990,4401,41009,1839,3853,5103,5771,3454,2709,1670,973,53215,1055,3833,11188,1160,4600,2392,1228,2869,2937,11182,4648,3462,2661,15588,10154,10232,5547,11694.0,2018,True,Fond du Lac,WI
22660,232676,11365,38385,72118,65806,45002,139382,5335,11283,15985,18371,16898,9292,11288,10028,186123,3864,12573,17013,3385,21227,8068,4242,7652,26815,43892,20707,8532,8153,84969,32086,37116,13145,18807.0,2018,True,Fort Collins,CO
22900,190244,31767,64503,57623,23818,12533,108790,6265,8979,9075,11466,7737,3692,3817,2768,121047,4362,7528,21983,3506,13018,7601,1274,6497,8920,28129,9403,5652,3174,37117,21704,23929,11839,26458.0,2018,True,Fort Smith,AR-OK
23420,614887,143433,138951,198581,88479,45443,309519,12153,21308,32673,36306,25209,16722,15995,13785,414515,45794,24858,25766,14865,44814,22185,5453,17953,35830,99819,32621,19417,25140,127720,81820,81725,65677,57573.0,2018,True,Fresno,CA
23460,71369,8461,23717,25002,8676,5513,38625,1869,1981,3775,5158,2880,2289,916,864,44172,350,2586,8890,1056,5671,2023,601,1333,2581,9823,3749,2968,2541,13410,8403,8595,4043,9721.0,2018,True,Gadsden,AL
23540,181137,14249,38788,52765,41951,33384,105161,3151,7728,9731,12232,7300,5018,5758,5527,137947,2013,4584,5696,1522,15281,4069,2616,7858,12862,51983,15522,7655,6286,64009,29853,25740,8509,9836.0,2018,True,Gainesville,FL
23580,132465,28208,37306,34893,20532,11526,64990,2658,4725,7042,9560,4994,3602,3977,4668,96289,737,10137,18911,3615,9970,4895,1724,3915,10273,16192,7107,5719,3094,30420,13029,18544,13005,21291.0,2018,True,Gainesville,GA
23900,72399,7702,28054,19640,9519,7484,39570,1353,3986,4746,6194,4028,2252,2454,1378,49842,1363,3477,9139,1093,5566,2287,453,1610,4439,11654,3676,2795,2290,15670,8735,9929,4842,10666.0,2018,True,Gettysburg,PA
23060,288559,31078,84180,93471,51996,27834,172311,10174,15920,17376,25953,13116,8207,8686,6046,218236,2683,12780,43574,6907,23783,10078,3331,13180,19382,48499,19642,10283,4114,71795,35969,48108,15927,46437.0,2018,True,Fort Wayne,IN
24020,93339,10720,30544,26613,13743,11719,51996,2231,4684,5522,7000,3921,3497,2637,2206,58536,1415,4381,5599,725,7415,1740,862,2122,4814,16765,5996,3307,3395,21496,11597,11408,5972,8063.0,2018,True,Glens Falls,NY
24140,82613,12929,24424,31256,9965,4039,49019,2329,3935,3603,4681,3865,1571,858,1397,54671,2259,3392,8748,1084,6334,2061,604,1503,3323,13003,4711,4086,3563,15233,10659,9661,8188,10930.0,2018,True,Goldsboro,NC
24220,63219,3713,16822,24922,12416,5346,43081,2073,3182,5073,5076,4415,2204,2038,1453,53230,2263,2962,3703,1567,7319,1961,625,1801,2897,18582,4271,2191,3088,18750,10702,9603,6569,7606.0,2018,True,Grand Forks,ND-MN
24260,55538,6517,16080,19922,9538,3481,32687,1428,3649,2975,4567,2983,1480,1267,600,41316,2884,2873,6406,907,4971,2678,484,3196,1761,8937,2484,2483,1252,12846,6248,8569,4518,9135.0,2018,True,Grand Island,NE
24300,104672,9925,28088,35302,20202,11155,61848,3206,4017,5428,8545,4413,3971,2318,2132,69660,3913,6318,3687,1931,8031,3255,1617,3896,7156,18509,5431,2870,3046,28879,10973,13480,8563,7765.0,2018,True,Grand Junction,CO
24340,703174,53660,192612,220278,157353,79271,397199,18044,33881,44643,57722,39480,22702,21316,23352,548456,7773,34619,112415,20026,58818,21166,7490,30373,49825,124467,45114,25441,10929,198240,86411,118712,43595,101498.0,2018,True,Grand Rapids-Wyoming,MI
24500,56638,4422,17762,20709,8854,4891,35558,2223,2998,4321,3561,3228,1550,873,1224,37225,885,2082,1112,834,5154,2627,1043,2652,2073,8408,4161,2015,4179,13800,6409,9334,3348,4334.0,2018,True,Great Falls,MT
24540,202617,22313,57088,67769,38448,16999,107929,3956,7519,10814,17854,13128,7212,9252,7656,159677,10279,14807,16271,3566,19242,8787,2139,7696,16131,30723,15723,8632,5681,54561,26746,35462,20310,22598.0,2018,True,Greeley,CO
24580,218053,16344,71297,71599,41588,17225,129113,4869,11423,15469,18058,15186,6140,6335,5406,167175,2795,9342,29856,5071,17156,10410,3033,11485,14093,36529,15333,7349,4723,59434,28138,33352,13512,32739.0,2018,True,Green Bay,WI
24780,111171,13836,26425,35426,23555,11929,69288,1784,6134,5337,7304,4222,2856,3324,1194,85975,720,3612,9701,1089,9410,2024,1289,4980,7642,24990,10620,5803,4095,32000,20165,15919,6623,11268.0,2018,True,Greenville,NC
24660,522457,67094,135152,163735,103214,53262,302101,11245,23501,30009,32815,24609,13821,11937,14444,361965,4314,21061,55292,10886,40738,21840,4616,22099,35086,82976,31919,18489,12649,129058,62458,77584,29877,62988.0,2018,True,Greensboro-High Point,NC
24860,613177,83572,165059,175567,118295,70684,344664,13098,26140,39584,44567,28993,16627,16314,16051,434603,2137,29942,78312,12717,45622,16986,5104,25046,47475,95256,38990,23321,13695,159841,69871,94690,39004,71197.0,2018,True,Greenville-Anderson-Mauldin,SC
