# Days with AQI,Good,Moderate,Unhealthy for Sensitive Groups,Unhealthy,Very Unhealthy,AQI Maximum,AQI 90th Percentile,AQI Median,# Days CO,# Days NO2,# Days O3,# Days SO2,# Days PM2.5,# Days PM10,year,cbsa_code
365,174,108,59,24,.,200,136.0,53.0,.,.,284,.,20,61,2006,46020
365,341,24,.,.,.,97,48.0,34.0,.,34,309,.,16,6,2006,46380
365,201,144,17,3,.,154,85.0,47.0,.,13,136,.,216,.,2006,46700
365,71,151,74,67,2,204,161.0,88.0,.,.,209,.,156,.,2006,47300
365,167,151,41,6,.,179,108.0,54.0,.,18,217,.,128,2,2006,49700
365,127,213,22,3,.,169,93.0,58.0,.,.,153,.,212,.,2006,12260
365,171,175,18,1,.,159,87.0,52.0,.,3,147,13,202,.,2006,16700
365,96,210,43,16,.,195,116.0,65.0,.,5,138,21,201,.,2006,16740
365,103,225,34,2,1,253,101.0,61.0,.,1,125,52,158,29,2006,17900
263,144,108,11,.,.,126,90.0,48.0,.,.,196,.,67,.,2006,22500
360,272,79,8,1,.,161,74.0,40.0,.,.,360,.,.,.,2006,23500
363,289,73,1,.,.,103,60.0,30.0,.,.,.,38,97,228,2006,23860
365,106,237,19,3,.,164,90.0,61.0,.,2,110,1,252,.,2006,24860
267,129,123,13,2,.,166,84.0,51.0,.,.,181,.,86,.,2006,24940
116,74,42,.,.,.,79,67.0,41.0,.,.,.,.,116,.,2006,25940
111,69,42,.,.,.,92,68.0,43.0,.,.,.,.,111,.,2006,34820
363,272,91,.,.,.,95,64.0,43.0,.,.,307,5,51,.,2006,42860
355,132,188,32,3,.,172,100.0,58.0,.,.,142,.,212,1,2006,43900
349,265,76,8,.,.,136,77.0,40.0,.,.,349,.,.,.,2006,47500
122,106,16,.,.,.,71,53.0,30.0,.,.,.,.,113,9,2006,10100
131,111,20,.,.,.,81,55.0,31.0,.,.,.,.,106,25,2006,15100
365,212,145,8,.,.,126,80.0,48.0,.,.,268,.,27,70,2006,39660
122,83,39,.,.,.,88,66.0,38.0,.,.,.,.,110,12,2006,43580
359,290,68,1,.,.,105,64.0,36.0,.,15,252,.,66,26,2006,43620
340,301,39,.,.,.,85,52.0,22.0,.,.,.,.,110,230,2006,47980
347,240,89,17,1,.,178,80.0,31.0,.,155,.,93,93,6,2006,11940
306,241,50,12,2,1,203,84.0,38.5,.,5,299,2,.,.,2006,15140
293,123,139,27,4,.,169,101.0,54.0,.,.,195,.,93,5,2006,16860
365,186,147,29,3,.,200,97.0,50.0,.,.,238,38,89,.,2006,17300
365,323,32,9,1,.,168,55.0,24.0,.,197,.,142,.,26,2006,17420
109,59,50,.,.,.,97,71.0,49.0,.,.,.,.,109,.,2006,18260
109,66,40,2,1,.,153,64.0,43.0,.,.,.,.,109,.,2006,20540
127,77,48,1,1,.,156,66.0,43.0,.,.,.,.,119,8,2006,27180
365,111,159,87,8,.,182,117.0,72.0,.,15,115,187,48,.,2006,28700
365,43,211,98,12,1,202,129.0,79.0,.,.,115,148,99,3,2006,28940
284,184,96,4,.,.,115,72.0,45.0,.,.,193,.,91,.,2006,29980
365,88,219,50,8,.,200,113.0,63.0,.,5,122,40,198,.,2006,32820
365,185,140,36,4,.,188,101.0,49.0,.,.,290,75,.,.,2006,34100
365,109,220,30,6,.,182,100.0,59.0,.,10,125,.,230,.,2006,34980
362,185,134,38,5,.,159,105.0,50.0,.,.,359,3,.,.,2006,42940
365,347,18,.,.,.,59,44.0,25.0,.,.,.,.,365,.,2006,11100
365,220,109,32,4,.,164,100.0,46.0,.,4,231,.,130,.,2006,12420
365,80,194,79,12,.,200,126.0,70.0,.,.,98,142,125,.,2006,13140
365,232,132,1,.,.,101,68.0,43.0,1,.,113,.,225,26,2006,15180
365,228,130,7,.,.,147,71.0,45.0,.,.,112,6,245,2,2006,18580
365,107,184,46,26,2,202,136.0,60.0,.,32,179,50,104,.,2006,19100
301,243,58,.,.,.,72,55.0,29.0,.,.,.,.,301,.,2006,20580
365,75,230,46,10,4,608,113.0,67.0,.,10,133,1,129,92,2006,21340
365,47,231,56,22,9,222,143.0,69.0,.,6,122,53,158,26,2006,26420
338,233,104,1,.,.,102,64.0,39.0,.,.,.,.,338,.,2006,28780
365,203,158,3,.,1,394,67.0,47.0,.,.,60,.,262,43,2006,29700
361,268,64,26,3,.,161,90.0,38.0,.,18,322,21,.,.,2006,30980
365,216,134,15,.,.,143,84.0,46.0,.,1,191,.,173,.,2006,32220
365,205,160,.,.,.,97,72.0,47.0,.,.,74,.,264,27,2006,32580
365,324,41,.,.,.,66,51.0,34.0,.,.,.,.,365,.,2006,36220
365,198,135,28,4,.,169,97.0,48.0,.,27,209,.,126,3,2006,41700
117,61,54,2,.,.,108,67.0,49.0,.,.,.,.,117,.,2006,45500
365,264,66,33,2,.,159,100.0,42.0,.,3,362,.,.,.,2006,46340
345,297,43,5,.,.,126,67.0,34.0,.,.,345,.,.,.,2006,47020
350,297,53,.,.,.,69,53.0,30.0,.,.,.,.,350,.,2006,48660
365,185,171,8,1,.,152,77.0,50.0,.,19,202,.,144,.,2006,30860
365,167,165,31,2,.,174,97.0,52.0,2,139,144,.,73,7,2006,36260
365,184,147,34,.,.,140,100.0,50.0,1,94,136,.,131,3,2006,39340
359,229,123,7,.,.,119,84.0,46.0,.,.,358,.,1,.,2006,41100
365,145,166,49,5,.,161,108.0,57.0,.,68,159,8,114,16,2006,41620
49,49,.,.,.,.,17,15.0,6.0,.,.,.,.,.,49,2006,46860
356,316,37,3,.,.,119,53.0,34.0,.,.,314,.,42,.,2006,13540
245,180,62,3,.,.,129,64.0,40.0,.,.,168,.,77,.,2006,13620
365,323,40,2,.,.,122,54.0,36.0,.,26,277,.,62,.,2006,15540
362,316,44,2,.,.,122,54.0,34.0,.,.,331,.,31,.,2006,17200
365,320,45,.,.,.,96,55.0,23.0,11,177,.,75,101,1,2006,40860
351,264,81,6,.,.,115,71.0,40.0,.,.,351,.,.,.,2006,13980
58,58,.,.,.,.,44,31.0,18.5,.,.,.,.,.,58,2006,16820
364,363,1,.,.,.,55,35.0,23.0,.,290,.,52,.,22,2006,25500
365,111,159,87,8,.,182,117.0,72.0,.,15,115,187,48,.,2006,28700
115,64,51,.,.,.,91,72.0,46.0,.,.,.,.,115,.,2006,31340
365,137,194,25,9,.,179,100.0,57.0,.,51,108,58,148,.,2006,40060
365,232,118,15,.,.,143,83.0,43.0,2,98,167,9,88,1,2006,40220
365,158,186,20,1,.,164,90.0,53.0,2,.,117,39,207,.,2006,47260
365,140,169,35,18,3,221,115.0,57.0,1,40,153,18,151,2,2006,47900
240,180,52,7,1,.,156,77.0,43.0,.,.,205,.,.,35,2006,49020
365,339,26,.,.,.,82,40.0,18.0,.,.,.,.,365,.,2006,10140
362,328,34,.,.,.,73,48.0,29.0,.,.,114,.,248,.,2006,13380
109,107,2,.,.,.,56,22.0,5.0,.,.,.,.,109,.,2006,16500
360,300,60,.,.,.,88,56.0,31.0,.,.,.,.,360,.,2006,21260
365,294,68,3,.,.,149,62.0,28.0,.,.,.,.,310,55,2006,28420
337,293,38,6,.,.,121,53.0,23.0,.,.,.,.,308,29,2006,30300
343,311,32,.,.,.,95,48.0,17.0,.,.,.,.,343,.,2006,31020
363,325,38,.,.,.,88,51.0,25.0,.,.,.,.,363,.,2006,34180
365,355,9,1,.,.,107,42.0,31.0,.,1,304,21,39,.,2006,34580
365,294,66,5,.,.,147,64.0,35.0,.,.,117,.,247,1,2006,36500
365,339,26,.,.,.,90,44.0,22.0,.,.,.,.,365,.,2006,36830
364,251,112,1,.,.,116,68.0,38.0,.,.,119,.,245,.,2006,38820
365,240,111,12,1,1,201,81.0,39.0,6,2,110,1,246,.,2006,38900
365,332,31,2,.,.,116,48.0,21.0,.,.,.,.,365,.,2006,39420
365,193,143,20,7,2,206,92.0,48.0,.,.,118,.,245,2,2006,42660
351,313,38,.,.,.,84,51.0,25.0,.,.,.,.,351,.,2006,43220
365,181,176,8,.,.,122,77.0,51.0,3,.,111,.,244,7,2006,44060
365,291,67,6,1,.,153,62.0,30.0,.,.,.,.,283,82,2006,47460
365,266,97,2,.,.,104,62.0,36.0,.,.,.,.,365,.,2006,48300
365,241,111,11,2,.,158,77.0,39.0,.,.,.,.,358,7,2006,49420
118,76,41,1,.,.,108,72.0,41.5,.,.,.,.,118,.,2006,13220
365,178,162,24,1,.,159,90.0,52.0,.,.,120,145,89,11,2006,16620
118,55,61,2,.,.,102,75.0,52.0,.,.,.,.,118,.,2006,17220
121,50,70,1,.,.,119,80.0,54.0,.,.,.,.,121,.,2006,21900
274,155,102,16,1,.,159,90.0,48.0,.,.,173,.,101,.,2006,25180
365,160,171,30,4,.,171,94.0,53.0,.,9,157,124,74,1,2006,26580
365,216,105,41,3,.,166,108.0,44.0,.,.,120,162,83,.,2006,34060
365,194,147,23,1,.,154,90.0,48.0,.,.,125,168,72,.,2006,37620
346,290,44,12,.,.,133,70.0,20.0,.,.,.,346,.,.,2006,38580
365,140,169,35,18,3,221,115.0,57.0,1,40,153,18,151,2,2006,47900
365,54,187,118,6,.,174,119.0,80.0,2,.,48,278,36,1,2006,48260
365,94,193,77,1,.,161,112.0,65.0,.,.,56,174,135,.,2006,48540
240,180,52,7,1,.,156,77.0,43.0,.,.,205,.,.,35,2006,49020
245,169,70,6,.,.,121,71.0,41.0,.,.,166,.,79,.,2006,11540
349,288,59,2,.,.,114,60.0,38.0,.,.,285,.,64,.,2006,12660
365,279,81,5,.,.,138,64.0,39.0,.,.,275,.,79,11,2006,13180
365,24,299,38,4,.,164,102.0,71.0,.,77,46,100,136,6,2006,16980
365,246,119,.,.,.,97,63.0,44.0,.,.,171,.,191,3,2006,20260
184,146,37,1,.,.,101,64.0,41.0,.,.,184,.,.,.,2006,22540
361,242,106,10,3,.,174,74.0,41.0,.,.,131,166,64,.,2006,24580
248,214,33,1,.,.,101,54.0,37.0,.,.,188,.,60,.,2006,27020
185,147,37,1,.,.,112,64.0,42.0,.,.,185,.,.,.,2006,27500
119,69,49,1,.,.,117,71.0,43.0,.,.,.,.,119,.,2006,29100
306,226,78,2,.,.,146,67.0,42.0,.,.,217,.,89,.,2006,31540
241,177,56,6,2,.,197,71.0,40.0,.,.,175,.,66,.,2006,31820
365,242,111,10,2,.,169,77.0,42.0,.,75,170,4,108,8,2006,33340
365,168,187,10,.,.,140,81.0,52.0,.,4,133,16,208,4,2006,33460
128,78,49,1,.,.,115,67.0,42.5,.,.,.,.,128,.,2006,38420
184,153,26,5,.,.,133,67.0,38.0,.,.,184,.,.,.,2006,39540
217,163,40,11,2,1,204,90.0,41.0,.,.,188,.,.,29,2006,43100
185,148,34,3,.,.,112,64.0,41.0,.,.,185,.,.,.,2006,48020
185,146,38,1,.,.,105,61.0,41.0,.,.,185,.,.,.,2006,48140
186,134,46,6,.,.,129,74.0,44.0,.,.,186,.,.,.,2006,48580
365,226,120,16,3,.,154,90.0,46.0,8,.,322,.,34,1,2006,14500
307,298,9,.,.,.,66,31.0,13.0,.,.,.,.,.,307,2006,14720
57,57,.,.,.,.,50,25.0,16.0,.,.,.,.,.,57,2006,15860
365,223,126,16,.,.,129,87.0,46.0,.,.,322,.,39,4,2006,17820
365,102,204,49,10,.,177,112.0,61.0,.,95,188,1,56,25,2006,19740
365,231,124,10,.,.,126,84.0,46.0,.,15,349,.,.,1,2006,20420
365,184,142,33,6,.,179,101.0,50.0,.,.,351,.,13,1,2006,22660
344,334,10,.,.,.,61,38.0,19.0,.,.,.,.,1,343,2006,24060
365,309,54,1,1,.,167,54.0,32.0,4,.,.,.,88,273,2006,24300
365,209,129,25,2,.,161,97.0,47.0,16,.,294,.,54,1,2006,24540
129,107,22,.,.,.,66,54.0,33.0,.,.,.,.,105,24,2006,39380
352,331,21,.,.,.,67,39.0,19.0,.,.,.,.,.,352,2006,44460
88,85,3,.,.,.,66,31.0,17.0,.,.,.,.,.,88,2006,16220
119,115,4,.,.,.,57,29.0,17.0,.,.,.,.,93,26,2006,16940
365,161,197,7,.,.,133,80.0,52.0,.,1,175,51,5,133,2006,23940
364,255,108,1,.,.,140,71.0,44.0,16,.,326,.,19,3,2006,27220
358,220,135,3,.,.,108,74.0,47.0,.,.,350,.,.,8,2006,29660
122,103,19,.,.,.,77,56.0,24.0,.,.,.,.,110,12,2006,40180
365,261,99,4,.,1,344,71.0,42.0,.,11,231,.,.,123,2006,40540
237,184,53,.,.,.,93,60.0,31.0,.,.,.,.,86,151,2006,43260
103,95,8,.,.,.,75,48.0,26.0,.,.,.,.,103,.,2006,10260
275,251,23,1,.,.,102,49.0,18.0,.,48,.,227,.,.,2006,17640
290,279,11,.,.,.,84,37.0,4.0,.,.,.,169,50,71,2006,25020
100,90,10,.,.,.,68,50.5,26.0,.,.,.,.,100,.,2006,32420
211,183,28,.,.,.,77,52.0,24.0,.,.,.,92,36,83,2006,38660
365,279,86,.,.,.,90,56.0,40.0,10,1,1,25,157,171,2006,41980
365,259,77,18,9,2,215,90.0,42.0,1,108,160,26,70,.,2006,14860
365,241,100,18,5,1,206,90.0,42.0,18,48,153,1,145,.,2006,25540
365,200,143,17,4,1,209,84.0,48.0,.,87,92,11,175,.,2006,35300
237,170,57,6,3,1,205,80.0,43.0,.,.,164,.,73,.,2006,35980
361,281,59,18,3,.,187,77.0,39.0,.,16,306,.,39,.,2006,45860
365,246,102,13,4,.,172,82.0,41.0,.,9,220,.,136,.,2006,49340
265,156,93,13,3,.,159,90.0,47.0,.,.,172,.,93,.,2006,20100
365,76,208,62,17,2,210,126.0,69.0,.,14,93,84,173,1,2006,37980
267,140,106,19,2,.,159,93.0,50.0,.,.,197,.,70,.,2006,41540
365,140,169,35,18,3,221,115.0,57.0,1,40,153,18,151,2,2006,47900
365,298,60,7,.,.,126,64.0,38.0,.,.,324,.,34,7,2006,15980
365,283,76,6,.,.,119,65.0,40.0,.,.,312,.,42,11,2006,19660
365,268,87,10,.,.,126,71.0,41.0,.,.,311,.,47,7,2006,23540
122,90,32,.,.,.,75,57.0,35.5,.,.,.,.,122,.,2006,26140
365,142,183,36,4,.,189,101.0,55.0,.,.,145,97,123,.,2006,27260
359,272,83,4,.,.,122,77.0,41.0,.,.,359,.,.,.,2006,29380
365,267,85,12,1,.,159,77.0,41.0,.,.,308,.,46,11,2006,29460
365,155,193,15,2,.,187,84.0,53.0,.,7,98,12,245,3,2006,33100
364,251,111,2,.,.,119,64.0,43.0,.,.,155,.,209,.,2006,34940
365,258,93,13,1,.,154,80.0,43.0,1,1,315,1,37,10,2006,35840
365,284,73,8,.,.,140,71.0,41.0,.,.,314,.,51,.,2006,36100
365,173,169,21,2,.,169,93.0,51.0,.,2,187,.,174,2,2006,36740
365,342,21,2,.,.,105,41.0,23.0,.,.,.,43,.,322,2006,37260
365,270,87,7,1,.,156,71.0,43.0,.,.,313,.,52,.,2006,37340
365,237,111,17,.,.,147,80.0,44.0,.,.,305,.,54,6,2006,37460
365,144,180,39,2,.,159,102.0,54.0,.,.,171,32,162,.,2006,37860
364,245,118,1,.,.,112,64.0,43.0,.,.,128,.,236,.,2006,38940
339,248,83,8,.,.,150,74.0,43.0,.,.,339,.,.,.,2006,42680
364,290,65,9,.,.,136,71.0,38.0,.,.,364,.,.,.,2006,42700
365,130,226,9,.,.,126,84.0,55.0,.,.,108,.,257,.,2006,45220
365,100,200,61,4,.,167,112.0,61.0,.,1,129,98,128,9,2006,45300
365,29,258,63,14,1,204,119.0,80.0,46,.,67,12,200,40,2006,13820
365,137,211,14,3,.,154,89.0,58.0,.,.,98,.,267,.,2006,17980
280,174,81,24,1,.,156,97.0,46.0,.,.,217,.,63,.,2006,19300
286,149,117,20,.,.,136,93.0,50.0,.,.,208,.,78,.,2006,19460
285,177,102,6,.,.,126,77.0,46.0,.,.,187,.,98,.,2006,20020
11,6,5,.,.,.,77,63.0,35.0,.,.,.,.,11,.,2006,21640
365,254,102,9,.,.,129,71.0,42.0,.,.,176,101,88,.,2006,22520
363,215,133,15,.,.,140,84.0,47.0,.,.,300,.,63,.,2006,22840
282,168,108,6,.,.,129,74.0,48.0,.,.,194,.,87,1,2006,23460
362,229,119,12,2,.,156,84.0,45.0,.,.,282,.,73,7,2006,26620
364,241,99,21,3,.,164,84.0,44.0,.,.,201,7,79,77,2006,33660
286,152,122,11,1,.,175,84.0,49.0,.,.,190,.,96,.,2006,33860
365,339,23,3,.,.,104,39.0,7.0,.,.,.,365,.,.,2006,42460
277,157,105,15,.,.,150,84.0,48.0,.,.,208,.,68,1,2006,45180
20,20,.,.,.,.,37,32.0,21.0,.,.,.,.,.,20,2006,45980
277,163,106,7,1,.,161,80.0,47.0,.,.,186,.,91,.,2006,46220
